time_s,publish_id,phase,T,Q_flow
0,0,initial,300,50
0.1,1,sample,301.59911176037286,46.00222059906781
0.2,2,sample,303.0703655278501,42.32408618037476
0.30000000000000004,3,sample,304.4239843348004,38.940039162998914
0.4,4,sample,305.6693737787714,35.826565553071475
0.5,5,sample,306.81518740035295,32.96203149911753
0.6000000000000001,6,sample,307.86938683252305,30.326532918692237
0.7000000000000001,7,sample,308.83929711593066,27.90175721017323
0.8,8,sample,309.7316576196475,25.67085595088122
0.9,9,sample,310.5526689226742,23.618327693314484
1,10,sample,311.3080358270881,21.72991043227978
1.1,11,sample,312.00300693659165,19.992482658520714
1.2000000000000002,12,sample,312.64241118110846,18.39397204722877
1.3,13,sample,313.2306914690468,16.923271327382906
1.4000000000000001,14,sample,313.77193551786297,15.570161205342515
1.5,15,sample,314.26990408178744,14.325239795531388
1.6,16,sample,314.7280572153781,13.179856961554606
1.7000000000000002,17,sample,315.14957848595753,12.12605378510608
1.8,18,sample,315.53739681214586,11.156507969635243
1.9000000000000001,19,sample,315.89420683132306,10.264482921692263
2,20,sample,316.2224879182827,9.443780204293148
2.1,21,sample,316.52452114457776,8.688697138555483
2.2,22,sample,316.80240505093656,7.993987372658523
2.3000000000000003,23,sample,317.05807063554374,7.354823411140558
2.4000000000000004,24,sample,317.2932943447503,6.766764138124245
2.5,25,sample,317.5097105334184,6.225723666453916
2.6,26,sample,317.7088231241709,5.727942189572616
2.7,27,sample,317.89201548855397,5.269961278615028
2.8000000000000003,28,sample,318.06056062333073,4.8485984416731185
2.9000000000000004,29,sample,318.2156296556915,4.460925860771226
3,30,sample,318.358299992349,4.104250019127505
3.1,31,sample,318.48956311974854,3.776092200628568
3.2,32,sample,318.61033093558945,3.474172661026273
3.3000000000000003,33,sample,318.72144278204394,3.196393044890101
3.4000000000000004,34,sample,318.8236705292924,2.940823676769014
3.5,35,sample,318.9177246766874,2.7056883082814807
3.6,36,sample,319.0042585988717,2.4893535028207907
3.7,37,sample,319.08387371525095,2.2903157118725517
3.8000000000000003,38,sample,319.15712309644965,2.107192258875841
3.9000000000000004,39,sample,319.224515843183,1.9387103920424238
4,40,sample,319.28652009603525,1.7836997599118831
4.1000000000000005,41,sample,319.34356683724434,1.641082906889153
4.2,42,sample,319.3960522904318,1.5098692739205148
4.3,43,sample,319.44434132877035,1.3891466780741553
4.4,44,sample,319.48876929626465,1.2780767593383757
4.5,45,sample,319.5296450891616,1.1758872770960238
4.6000000000000005,46,sample,319.56725255561844,1.0818686109538476
4.7,47,sample,319.6018531501222,0.9953671246943827
4.800000000000001,48,sample,319.6336872110459,0.9157819723851048
4.9,49,sample,319.6629759345984,0.842560163503947
5,50,sample,319.6899228904347,0.7751927739132611
