time_s,publish_id,phase,T,Q_flow
0,0,initial,300,100
0.1,1,sample,303.0703655237246,84.64817238137675
0.2,2,sample,305.6693738296593,71.65313085170328
0.30000000000000004,3,sample,307.8693867917261,60.6530660413697
0.4,4,sample,309.73165763068863,51.34171184655679
0.5,5,sample,311.30803583380566,43.459820830971694
0.6000000000000001,6,sample,312.64241117226874,36.78794413865626
0.7000000000000001,7,sample,313.7719355138552,31.140322430723813
0.8,8,sample,314.7280572452595,26.359713773702424
0.9,9,sample,315.5373967634322,22.313016182838965
1,10,sample,316.22248794955937,18.88756025220289
1.1,11,sample,316.802405082008,15.987974589959663
1.2000000000000002,12,sample,317.2932943056889,13.533528471555314
1.3,13,sample,317.70882308413985,11.455884579300573
1.4000000000000001,14,sample,318.0605606341676,9.697196829161953
1.5,15,sample,318.3583000354631,8.208499822684416
1.6,16,sample,318.6103309847991,6.948345076004443
1.7000000000000002,17,sample,318.82367057207983,5.881647139600545
1.8,18,sample,319.0042586339011,4.978706830494389
1.9000000000000001,19,sample,319.1571231304272,4.214384347863756
2,20,sample,319.28652013615243,3.5673993192374382
2.1,21,sample,319.39605233854667,3.019738307266266
2.2,22,sample,319.48876934384265,2.5561532807863614
2.3000000000000003,23,sample,319.5672525846671,2.163737076664347
2.4000000000000004,24,sample,319.6336871983939,1.831564008030341
2.5,25,sample,319.68992288654294,1.5503855672850477
2.6,26,sample,319.7375253973037,1.3123730134813059
2.7,27,sample,319.77782006969824,1.1108996515085892
2.8000000000000003,28,sample,319.81192875235496,0.9403562382250357
2.9000000000000004,29,sample,319.84080108647885,0.7959945676057032
3,30,sample,319.86524103345005,0.6737948327496497
3.1,31,sample,319.8859290277892,0.5703548610539428
3.2,32,sample,319.90344097553293,0.4827951223354603
3.3000000000000003,33,sample,319.91826454319994,0.408677284000305
3.4000000000000004,34,sample,319.93081246175325,0.3459376912338712
3.5,35,sample,319.94143396694733,0.2928301652634673
3.6,36,sample,319.95042495101376,0.24787524493115143
3.7,37,sample,319.95803561856457,0.20982190717711546
3.8000000000000003,38,sample,319.9644779052064,0.17761047396777485
3.9000000000000004,39,sample,319.96993121774017,0.15034391129904634
4,40,sample,319.97454729175047,0.12726354124765749
4.1000000000000005,41,sample,319.9784547802028,0.10772609898583596
4.2,42,sample,319.9817623279558,0.09118836022094001
4.3,43,sample,319.9845621749553,0.07718912522352639
4.4,44,sample,319.9869321341709,0.06533932914544494
4.5,45,sample,319.98893830588145,0.05530847059253574
4.6000000000000005,46,sample,319.9906364728522,0.04681763573887565
4.7,47,sample,319.99207392628443,0.03963036857760471
4.800000000000001,48,sample,319.9932907544366,0.03354622781682792
4.9,49,sample,319.99432070117905,0.028396494104640624
5,50,sample,319.9951925755911,0.024037122044319403
